Address,BuildingArea,YearBuilt
188 Cardigan Rd,186.75,1980.0
32 Churchill Dr,104.0,1978.0
4/186 Beach Rd,,1970.0
1/6 Krone St,179.0,2004.0
1/577 High Street Rd,,
3/593 High Street Rd,,1970.0
21 Kingston St,131.0,1970.0
67 Larch Cr,,
2/18 Leonie Av,,
7 Milliara St,,
1 Ophir Rd,,
2/36 Swayfield Rd,135.0,2001.0
309 Waverley Rd,,
2 Barclay Ct,,
12 Brookland Ct,204.0,1980.0
2 Gregory Cr,,
6 Trentbridge Rd,290.0,2009.0
101b Wanda St,,
13 Churchill Cl,,
8/9 Dunoon St,,
3/53 Kangaroo Rd,,
162 Murrumbeena Rd,,
13/9 Murrumbeena Cr,,
1/1 Nangana Rd,,
30 Sweeney Dr,,
3/53 Bunbury St,,
5/45 Oxford St,,1970.0
61 Nolan St,254.0,1955.0
3 Shaw St,196.0,2017.0
22 Melrose St,66.0,1900.0
106/2 Beavers Rd,,
44 Bent St,,1900.0
2/71 Junction Rd,,
1A Thelma St,,
3/13 Cartwright St,,
4/4 Ethel St,,
24 Vincent St,189.0,1960.0
1/43 Watt Av,,
19 Westgate St,,
31 Westgate St,,
41 Clayton Rd,90.0,1960.0
3/1 Inga St,90.0,2004.0
5 Ellesmere St,161.0,1975.0
47 Washington Dr,,
8/17 Arnott St,33.0,1975.0
301/437 North Rd,72.0,2012.0
31 Azalea Av,,
22 Booth St,197.0,1950.0
2/88 Keith St,,
401/228 The Avenue,70.0,1999.0
12 Daphne St,,
41 Essex St,,
1/6 Hazel Gr,,1970.0
1/79 Park St,112.0,2012.0
307/15 Pascoe St,,
8 Fuchsia Cr,,
120/1 Graham St,189.0,2000.0
410 Graham St,,
51 Lyons St,145.0,1920.0
202/2 Rouse St,,
409/216 Rouse St,81.0,2010.0
22 Abeckett St,,
201/8 Bangs St,,
37 Charles St,138.0,1880.0
213/15 Clifton St,50.0,2013.0
16/10 Williams Rd,,
129 Albert St,,
4 Austin St,,
10/4 Austral Av,,
1 Bellarine St,217.0,1925.0
3A Carlisle St,,
34 Grange St,,
7 Larne Gr,,
121 Murray Rd,540.0,1965.0
145 Murray Rd,115.0,1930.0
2/7 Oak St,,1995.0
202 Raglan St,120.0,1940.0
8 Scotia St,126.0,1920.0
34 Showers St,,1950.0
3/26 Tyler St,169.0,
42 Tyler St,94.0,1950.0
24b Tynan St,,
49 Wallace St,,
39 William St,103.0,1930.0
26A Young St,123.0,2000.0
109 McIlwraith St,194.0,1910.0
7 Allan St,,
13 Crispe St,,
1/91 Darebin Bvd,,
5 Edgar St,,1990.0
9 Frankston St,,
3/48 Goulburn Av,,
1/23 Lake St,,
7 Lambassa Gr,,
2/12 MacK St,123.0,2000.0
81 McMahon Rd,,
2/33 Oconnor St,94.0,2009.0
2a Palm Av,,
76 Powell St,116.0,1930.0
2/4 Pratt St,140.0,2010.0
3/19 Tambo Av,,
7 Benson St,,
27 Charlotte St,,
22 Glass St,,1990.0
5/202 Lennox St,66.0,1960.0
3A Waltham Pl,,
2/27 Georges Rd,,
8 Marwarra St,179.0,1965.0
6 Victoria St,151.0,1960.0
3 Wingate Av,,
28 Adolphson Av,,
1/42 Grandview Gr,,
65 Greville Rd,204.0,1955.0
6/3 Lower Plenty Rd,74.0,1930.0
1/64 Lower Plenty Rd,,
1/237 Rosanna Rd,98.7,1930.0
240 Dandelion Dr,,
12 Simmonds Pl,141.0,1996.0
131 Bay Rd,166.0,1940.0
34 Brighton St,150.0,1920.0
205/18 Station St,,
5 Tennyson St,235.0,2000.0
13 Drysdale Ct,217.0,1979.0
21 Catherine Rd,98.0,1985.0
43 Galway St,96.0,1960.0
26 Sussex St,127.8,1970.0
60 Station Rd,,
17 Tennyson St,124.0,1910.0
76 Saltley St,129.0,2003.0
305/196 Albert Rd,,
1211/50 Albert Rd,52.0,2012.0
7 Alexis Cl,410.0,2005.0
3 Axa Wy,,
18 Grange Dr,160.0,2007.0
141 Hawkstowe Pde,270.0,2010.0
4 Kipping Ri,,
104/2 Cromwell Rd,73.0,2014.0
78 Hope St,133.0,1890.0
4 Palfreyman St,132.0,1993.0
28/77 Park St,,
3/7 Rockley Rd,,1970.0
3/44 Walsh St,,1940.0
7/215 Williams Rd,63.0,1970.0
801/151 City Rd,,
512/22 Dorcas St,51.0,2010.0
83/88 Kavanagh St,,2003.0
2605/63 Whiteman St,,2009.0
3/7 Kernot St,70.0,1970.0
18 Keets Ct,94.0,1950.0
41 Moncur Av,,
2/44 Avondale Av,,
121B Denton Av,,
14 Horham Ct,136.0,1970.0
2/12 Station Av,,
10 Cintra Av,,
2b Lambeth Pl,,
1/19 Robe St,,
24/62 Wellington St,,
5 Columban Av,,
42A Dublin Av,,
2 Henshall Rd,,
77 Hillsyde Pde,120.0,1990.0
68 Cornish St,,
1 Heysen Dr,140.0,1980.0
2a Martin St,,
2 McKay St,,
32 Essex St,,
7 Fairbairn Rd,,
16 Lauren La,,
8 Petina Wy,,
53 Sanders Av,,
21 Chester St,,
5/19 Elm St,80.0,1970.0
16 Kirribilli Bvd,231.0,2005.0
10 Fireball Ct,268.6,1990.0
527 Kings Rd,,
11 Pacific Pl,,1990.0
3 Roper Ct,,
5/8 Innisfallen Av,,
53 Milne St,188.0,1975.0
25 Balmoral Av,,
1/1 Gambier Av,,
1/285 Thompsons Rd,198.0,2013.0
46 Lincoln Dr,,
5 Pamela Ct,,
167 Victoria Dr,152.0,1983.0
6/10 Dundas St,65.0,1970.0
150 Gooch St,,
3 Gooch St,,
53 Keon St,120.0,1925.0
1/125 Canterbury Rd,167.0,2008.0
4/13 Denham Pl,,1950.0
1/36 Grange Rd,64.0,1965.0
3/24 Lascelles Av,,
3/14 Martin Ct,,
3 Myvore Ct,341.0,1987.0
19/740 Orrong Rd,,
2/641 Toorak Rd,60.0,1975.0
3 Ronald Rd,159.0,2010.0
8/366 Melrose Dr,,
1 Bahama Ct,,
2/557 Canterbury Rd,207.0,2008.0
2/660 Canterbury Rd,125.0,2016.0
2/585 Burwood Hwy,,
12/765 Boronia Rd,3.0,2001.0
6 Magnolia St,,
29 Lynette Av,,
44 Webb St,,
9 Naughtin Ct,,
2/32 Sellars St,116.0,2005.0
47 Neerim Ri,,
22 Beldale Av,,
7 Carbon Ct,,
3 Lyall Dr,,
91 Market Rd,151.0,1950.0
1/4 Pepino Ct,137.0,2008.0
2/6 Pitta Cl,,
28 Tyrone St,,
10 Wallara Rd,109.0,1987.0
12 Whitehall Cr,,
6 Argyle St,123.0,1920.0
8/102 Cross St,,
22 Hope St,106.4,1945.0
2/30 Dudley St,,
285 Mickleham Rd,122.0,1975.0
87 Chancellor Dr,163.0,1968.0
16 Jacaranda Rd,,
3 Garden St,,
60 Hannan St,,
4 Long St,,
10 Mullins Ct,311.0,1998.0
8 Pearson St,,
7/15 Wrexham Rd,,1970.0
5 Amira Rd,,
13 Eynesbury Vw,,
31 Warruga Cr,,
6 Oaktree Av,,
8 MacAlister Bvd,315.0,2012.0
89 Ballarat St,79.0,1900.0
24 Goulburn St,,
2b Stanger St,,
5/29 Church St,64.0,1970.0
14/205 Gipps St,69.0,2013.0
2/6 Green St,128.0,2013.0
18A Hart St,124.0,2010.0
4 Oakwood Rd,125.0,1980.0
3 Merlow St,127.0,1950.0
4 Westgate Av,,
38 Grange Rd,,
30 Shiers St,,
21 Harrington St,,
2/10 McAlpine Ct,88.0,1988.0
1/20 Mulga St,139.0,2007.0
11 Gaskell Ct,,
21 Binns St,,
71a Clematis Av,,
1/8 Conway Ct,,
242 Mason St,560.0,1950.0
58 Sixth Av,,
168 Forrest St,,
4/379 Dandenong Rd,,
504 Orrong Rd,285.0,1935.0
15 Rose St,,
51 Dunlop Av,,
7/60 Epsom Rd,,
33 Fenton St,249.0,1910.0
26 Langs Rd,,
11 Milton St,,1910.0
54 The Parade,,
4 Burbank St,,
22 Duke St,,
1/5 Duke St,,
46 Warner Av,,
1/60 Winton Rd,,
47 Ashwood Dr,194.0,1958.0
2 Julie Ct,,
1/18 May Park Av,,
2/7 Murra Ct,115.0,1990.0
6 Hilda Mw,,
56 Ardlie St,218.0,2000.0
44 Alexander St,,
24 Doyle St,30.0,1965.0
152 Balwyn Rd,278.0,1938.0
17 Birdwood St,303.0,2016.0
52 Elliott Av,,
14 Iramoo St,340.0,2009.0
31 Knutsford St,,1965.0
3/103 Strabane Av,,
1A Abassia St,181.0,2010.0
1/37 Aylmer St,,
3 Chelmsford St,,
25 Cumberland Av,,
7 Lemon Rd,152.0,1950.0
8 Mary St,,
66 Ursa St,,
1/33 Begonia Av,,
1/20 Church St,76.0,1970.0
95 Orange Gr,128.0,1966.0
12 Baker Rd,115.0,1999.0
7 Lyrebird Ct,187.0,2009.0
19 Cloris Av,,
21 Wattle Av,,
50 McNicol Rd,,
14 Beths St,156.0,1935.0
29 Mavho St,,1930.0
12 Pleasance St,,
448 Chesterville Rd,123.0,1955.0
24 Hill St,,1958.0
14 John St,,
5D MacKie Rd,,
26 May St,128.0,1940.0
52 Paloma St,191.0,1950.0
17a Thana St,,
2/71 Tudor St,,
14 York St,,
59 Bemersyde Dr,168.01,1995.0
6/56 Red Bluff St,88.0,1970.0
75 Canterbury Rd,,
32 Pope Rd,,
12 Stanley Gr,,1998.0
6 Conrad Ct,,
1 Diana Dr,164.0,1960.0
4 Barker St,,
2/1 Darook St,,
105 Kanooka Rd,,
4/41 Stewart St,,2006.0
1A Campbell Rd,110.0,1985.0
2/14 Brickwood St,,
5A Hall St,,
684 Hampton St,184.0,1970.0
2/58 North Rd,,
8 Wellington St,122.0,1960.0
17 Florence St,306.19,2000.0
14 Glencairn Av,,
5A Hornby St,,
9 Margaret St,,
35 Studley Rd,515.78,
3/11 Martell St,90.0,2008.0
12 Ophir St,,
73 Waranga Cr,,
7 Stenhouse Av,,
6/116 Albert St,64.0,2009.0
176 Barkly St,182.0,1925.0
73 Mitchell St,78.0,1910.0
135 Victoria St,100.0,1908.0
31 Wilkinson St,,
17 Lanark St,,
18 Lord St,,
5/456 Albion St,40.0,1970.0
59 Daly St,126.0,1910.0
1/524 Moreland Rd,60.0,1960.0
7/19 Waxman Pde,,1970.0
17 Estelle St,,
50 Cameron Pde,,
10 Merryn Cl,,
48 Zara Cl,162.0,2014.0
2/50 Gibdon St,,2010.0
18 Wilkins Cr,,
7 Carmody St,144.0,2012.0
14 Holbeach St,,
30 Newhaven Rd,,
11 Tarwarri Pl,,
18 Worthing Av,,
8/595 Burke Rd,,
555 Camberwell Rd,,
1065 Toorak Rd,203.0,1920.0
19A Warburton Rd,,
28 Allenby Rd,,
17 Hassett Av,,
903 Rathdowne St,,
275A Koornang Rd,,
14 Morgan St,200.0,1930.0
18 Yendon Rd,,
2 Brunton Av,,
23a True Av,,
5 Atkins Ct,125.0,1993.0
11 Goshawk Ct,,
2/24 Hawthorn Av,,
3/468 Kooyong Rd,,
2/203 North Rd,135.0,1990.0
38 Jacana St,,2000.0
23 Alden Ct,,
101 Benkel Av,,
88 Bernard St,,
2/18 Gillman St,,
28 Regent Pde,,
2A Walker Gr,130.0,2000.0
20/310 Warrigal Rd,,1980.0
2/67 Carinish Rd,,
22 Evelyn St,,
25 Panorama St,130.0,1965.0
20 Botanic Dr,134.0,
17 Reillys Wy,,
13/23 Baxter St,,
28 Bruce St,,
6 Gladstone St,129.0,1960.0
18 Loch St,,
105A Murray St,,2000.0
82 Ross St,,
3/16 Lorensen Av,,
15 Shorts Rd,110.0,1950.0
82 Bridgewater Rd,,1980.0
25 Jirrahlinga Tce,196.1,2007.0
35 Serenity Wy,,
2a Armoy Cl,,
5 Greenview Ct,173.0,2009.0
14 Alfrick Rd,,
55 Binbrook Dr,,
6 Diana St,105.0,1940.0
3 Silvergrass Ct,,
10 Malcolm Rd,196.0,2016.0
2/36 Mulawa St,,
16 Palmer Av,,
17 The Dell,,
58 Herbert St,,
11 Griffiths Ct,,
1 Neimur Av,,
11 Kimber Ct,237.0,1980.0
13 Lobelia Ct,,
109A Ayr St,,
20 Eildon St,,
3 Hampshire Rd,200.0,2008.0
1/5 Harrow Ct,,
6 Harvest Ct,,
36 Queens Av,,
30 Barton St,,
6 Calvin Cr,,
25 Canopus Dr,,
2/1099 Doncaster Rd,145.0,1980.0
23 Lambert Pl,,
12 Silvana Ct,,1980.0
5 Thea Gr,180.0,2006.0
24 Florence Av,,
124 Paperbark St,89.0,1950.0
10 Silverdale Rd,,
109 Simpson St,177.0,1890.0
7 Webb La,115.0,2005.0
1 Baxter St,133.0,1915.0
12/539 Glen Huntly Rd,69.0,1970.0
9/10 Parkside St,,1970.0
12 Coolabah Dr,,
30 Cromwell St,243.0,1966.0
11 Hartland Wy,,
25 Leane Dr,184.0,1985.0
2/1232 Main Rd,,
8 The Eyrie,,
66 Valonia Dr,,1970.0
3/17 Dickens St,52.0,1960.0
1/173 Glen Huntly Rd,87.0,1935.0
2/16 Lindsay Av,,
16 Poets Gr,,
3/11 Scott St,,1970.0
16/30 Shelley St,74.0,1960.0
22C Tennyson St,,2013.0
13 Vautier St,100.0,1930.0
62 Davisson St,159.0,1980.0
3 Dryandra Av,,
3 Eclipse Av,,
10 Efficient St,190.0,2012.0
23 Longwood Dr,166.0,1980.0
2/24 Redding Ri,,
16 Tatlow Dr,,
1/18 Balmoral St,84.0,1970.0
1/96 Cooper St,142.0,2003.0
16 Glass St,,2007.0
2/31 Leslie Rd,,
37 McPhail St,122.0,1940.0
11 Waverley St,170.0,1900.0
2/9 Grace St,149.0,2012.0
3/26 Renown St,,2009.0
3/1 Royal Av,,
2/105 Perry St,,
1/22 Rathmines St,,
28 Princess St,194.0,1990.0
7/14 Stanford Cl,89.0,1990.0
6 Vervale Av,,
50 Carlisle Rd,789.0,2001.0
68 Loretto Av,,
15 Argyle St,200.0,1950.0
356 Fitzroy St,,
10/156 Rose St,107.0,1900.0
41 Miller St,180.0,
35/86 Queens Pde,,
371 Rae St,,1890.0
387 Barkly St,164.0,1915.0
9/3 Gordon St,46.0,1970.0
18/55 Moreland St,,
5/232 Nicholson St,53.0,1888.0
36 Southampton St,,
47 Glebe St,,
31 Norma Rd,,
9 Jolly St,108.0,
3 MacRosty Ct,130.0,1984.0
60 Hamilton St,110.0,1930.0
109 Howey St,253.0,2000.0
8 Aylesbury Cr,,
305 Carrick Dr,221.0,1975.0
328 Carrick Dr,,
5 Clarke Dr,,
1/21 Wattle Av,,
9 Albemarle Ct,,
1/243 Burke Rd,177.0,1990.0
18 Ellis Rd,,
65 Gardiner Pde,,1928.0
3/1614 High St,,
1 Maitland St,217.0,1910.0
1/26 Myrniong St,,
3 Ranelagh Ct,,
53 Campbell St,292.0,1992.0
19 Crown St,,1970.0
24 Florence St,,
2 Grevillia Ct,218.0,1975.0
57 Hinkler Rd,164.0,1965.0
7 Kinnoull Gr,119.0,1960.0
1/28 Leicester Av,,
10 Lennox Av,,
39b Summit Cr,,
10/18 Tulloch Gr,133.0,2002.0
4 Turner Ct,181.0,1980.0
20 Walter St,,
80 Gowrie St,131.27,1960.0
3/43 Grandview St,,1980.0
18 Ogden St,167.0,1960.0
44 Paget Av,,
200 West St,133.0,1960.0
82 Gowanbrae Dr,210.0,2000.0
44 Albion Cr,,
50 Killarney Rdg,,
4/31 Paterson Cr,,
17 Arkley Dr,154.0,2000.0
51 Firth Wy,,
19 Oxford St,,
11 Walter St,,
11 Turanga Pl,167.87,1995.0
29 Bridge St,,
12/45 Grenville St,99.0,2005.0
10/78 Holyrood St,,
1 McCarthy St,252.0,1940.0
87 Mills St,,1934.0
2/5 Walker Av,,
7 Wave St,,1990.0
5/8 Brook St,,1965.0
2/5 Denham St,,1970.0
3 Johnson St,,
49 Lisson Gr,284.0,1863.0
41/168 Power St,53.0,1970.0
14/181 Power St,,
8/8 Wallen Rd,136.0,2000.0
536 Barkers Rd,,1920.0
11 Condor St,274.0,2000.0
201/40 Harold St,,
708/32 Lilydale Gr,,
10 Mowbray St,304.0,1984.0
103 Pleasant Rd,,
24 Genine Av,,
162 Bedford Rd,,
8 Madigan Ct,,
3/5 Austral Ct,140.0,2000.0
5 Cleve Gr,,
57 Quinn St,237.0,1950.0
1/5 Glover St,105.0,1950.0
42 Haig St,,
3/26 Lawson Pde,,
142 Porter Rd,,
29 Skeggs Cr,,
10 Wordsworth Av,,
14 Avoca St,,
6 Muir St,,
1/30 Tibrockney St,148.0,2007.0
3/46 Tibrockney St,,1970.0
22 Hillcrest Dr,,
2 Bowden St,115.0,
27 Cameron Dr,,
95 Dowling Av,,
23 Beauford St,180.0,
50 Ross St,151.0,1960.0
1/22 Clark Rd,,
122B Green St,118.0,2000.0
3/45 Locksley Rd,,
27 Wallis Av,,
12 Wilfred Rd,,
7 Pulsar Pl,300.0,2000.0
3 Serica Ct,183.97,1978.0
7 Byron Av,,
6 Mark St,,
68 Nyah St,,
7 Collinson St,,
10 Albermarle St,,1886.0
18 Altona St,,
105/18 Bent St,90.0,2010.0
17/16 Mawbey St,60.0,2001.0
24 McConnell St,95.0,1890.0
54 McConnell St,96.0,1982.0
7/11 Smith St,,2011.0
71 Edgevale Rd,271.5,1910.0
37 Fernhurst Gr,,1892.0
871 Glenferrie Rd,285.0,1940.0
8 Heather Gr,133.0,1935.0
2/65 Parkhill Rd,,
21 Scott St,,
86 Kilby Rd,,
6 Dunrossil Dr,,
40 Kingdom Av,,
26 Stymie St,40.0,
62A Williamstown Rd,,
7 Monaro Cl,,
11 Bruce St,130.0,1965.0
34 Cyprus St,,
1/4 William St,,
6/30 Warrenwood Pl,,2012.0
14 Glenauburn Rd,,
3/4 Skye St,,
6 Mandrel St,,2014.0
46b Suffolk St,,
4a Milton Pde,,
1 Wilks Av,,
3 Ash Gr,325.0,1910.0
42 Magazine Wy,,
6/82 Raleigh Rd,45.0,1972.0
20A Anne St,,1930.0
8 Lees St,,1980.0
1/89 Wheatley Rd,,
19/300 King St,113.0,1999.0
20/17 Queens Rd,,
503/1 Roy St,,
2 Kym Pl,199.5,2004.0
24 Brennan St,,
18 Arjun Av,,
1/32 Albenca St,141.0,1980.0
169 Balcombe Rd,,
5/94 Beach Rd,,
10/86 Collins St,,
1/29 Milan St,300.0,1990.0
12/35 Plummer Rd,,
1/107 Warrigal Rd,,1970.0
3 Flowerdale Ct,,
9 Powlett St,,
78 Erskine St,,
45 Nimmo St,152.0,1880.0
36 Peugeot Prst,,
15 Randell Ct,236.0,2013.0
16 Burnett St,160.0,1950.0
8/12 Irvine St,130.0,2010.0
10 Norman St,240.0,2010.0
5 Tennyson St,,
21 Kingsley Cr,,
41 Windsor Cr,,
36 Aberfeldie St,203.0,1950.0
5/22 Ardmillan Rd,,1975.0
2 Lorne St,,1877.0
7/110 Maribyrnong Rd,29.0,2012.0
53 Pattison St,,
55 Pattison St,,
6 Bataba St,,
138 Rowans Rd,,
95 Cardigan Rd,,
7 Cowley Ct,102.0,1970.0
2 Sharon Ct,275.0,1986.0
41a Bradshaw St,,
5 Epsom Rd,,1995.0
5 Hanlon Cl,194.0,2004.0
6/9 McDonald St,,1970.0
23b Ormond St,,
76B Warren Rd,152.0,2009.0
2/64 White St,,
23 Baily St,,
40 Bennett Av,,
3/18 Biscayne Dr,,
25 Carrol Gr,150.0,1960.0
57 Cratloe Rd,,
18 Malcolm Ct,,1970.0
27 Miller Cr,,
85 Waimarie Dr,249.0,1960.0
1/43 Windsor Av,,
10 Adela Ct,446.0,
2 Emily Ct,,
13 Excelsior Cct,,
13 Merrill St,,
18 Vincent St,165.0,1960.0
3/30 Ardyne St,,1998.0
21 Erindale St,,
3/17 Gerald St,,
12 Lydson St,132.0,1930.0
39 Mirls St,,
19 Nolan St,150.0,1950.0
27 The Avenue,500.0,
1/12 Alamein St,,
18 Arnold St,,
60 Ellendale Rd,157.0,1958.0
6/44 French St,102.0,2002.0
8 Baillie St,,
1/20 Bedford St,,
3 Bickford La,,
141 Howard St,,
17/198 Peel St,,
19/700 Queensberry St,,2000.0
10 Balgonie Pl,,
4 Barry St,,
19 Emmaline St,,1999.0
205 Mitchell St,,
1/136 St Georges Rd,,1970.0
210/231 St Georges Rd,,
31B Union St,,
1/3 Saniky St,118.0,1970.0
7A Alern Ct,212.0,
1/7 Lilian St,226.0,2000.0
1/7 Lilian St,226.0,2000.0
11 Plymouth Ct,,
66 Springvale Rd,274.0,1970.0
6 West St,,
74 Devereaux St,115.0,1960.0
45 New Rd,138.0,2005.0
79 New Rd,190.0,2001.0
117A Vincent St,127.0,2010.0
1/17 Claudel St,130.0,2013.0
36 Bossington St,101.0,1950.0
8 Salem Av,,
5/50 Glen Orme Av,,
13/37 Murray Rd,75.45,1970.0
46 Davey St,122.0,1950.0
22 Keith St,150.0,1970.0
58 Keith St,,1950.0
16 Degraves St,199.0,1900.0
7/517 Royal Pde,,
603/228 The Avenue,,
54 Prospect St,,
1/8 Quick St,,
21 Stennis St,165.5,1950.0
10 The Parkway,202.0,2000.0
6 Beachview Pde,629.0,
3 Treeleaf Av,,
89 Tristania Dr,,
117 Liardet St,144.65,1915.0
280 Nott St,,
380 Ross St,146.0,2015.0
58 Station St,,
4 Anchor Pl,,
107A Charles St,,
409/10 Hillingdon Pl,,
104/27 Macquarie St,44.0,2015.0
31 Molesworth St,,2000.0
10 Moss St,79.0,1950.0
135 Williams Rd,263.5,1890.0
4 Edith St,,
1/25 Inverloch St,,
35 Leicester St,,
50 Newcastle St,,
196 Raglan St,113.0,1950.0
4 Academy Av,,
1 Acheron Av,,
3/36 Crookston Rd,100.0,2009.0
22 Fordham Rd,,1960.0
20 McMahon Rd,,
2/65 Purinuan Rd,,
149 Spring St,,
36 Sturdee St,103.0,1940.0
9 Winter Cr,,
4 Bell St,,
42 Brighton St,86.0,1890.0
182 Buckingham St,123.0,2008.0
10 Campbell St,72.0,1890.0
104/163 Cremorne St,,
51 Garfield St,149.0,2007.0
806/8 Garfield St,,
17/47 Mary St,110.0,1997.0
2/50 Palmer St,,2003.0
7 Wiltshire St,81.0,2000.0
312/45 York St,,2011.0
96 Whittakers La,,
3/24 City Rd,,1975.0
15 Hillcrest Av,,
2/2 Lavender St,,
4 Norman Ct,,
12 Regina St,,
1/14 Thomas St,,
7 Highton St,135.0,1960.0
25a Holland Rd,,
9 Scenic Av,,
2/22 Avalon Gr,127.0,1997.0
35 Burlock Av,,
2/65 Evelyn Rd,,1996.0
19 Middlebrook Dr,,1975.0
20 Alfreda Av,,
28 Leura Av,,
15 Ada St,320.0,2003.0
4 Richard Ct,,
4 Siret Ct,152.0,2002.0
4/64 Edward St,,
5 Cliveden Ct,,
5 Ireland St,,
2 Garden Gr,,
6 Alexander St,,
5/4 Edward St,,
14 James St,120.0,
20 Overall Dr,152.0,2002.0
1403/38 Bank St,113.0,2001.0
2/143 Cecil St,,
11/192 Cecil St,,
17/39 Dorcas St,53.0,2000.0
20 Law St,,
43 Astair Av,,
43 Rolain Av,,
1/2 Chapel Mw,,
37/12 Copelen St,,
3/43 Cromwell Rd,,
61/120 Sturt St,77.0,1994.0
406/152 Sturt St,,2012.0
8 Avondale Av,,
46A Collins St,129.0,2000.0
4 Cordelia Gr,120.0,1980.0
9 Cornhill St,116.0,1960.0
13 Harmon Av,,
1 Harris St,,
50 Station Av,,
50 Theodore St,,
2/52 Walter St,95.0,1992.0
9/60 Carlisle St,84.0,1920.0
61 Waterloo Cr,,
3 Brosnan Cr,,
27 Holloway Cl,120.0,1990.0
397 Ballarat Rd,223.0,2008.0
3/1 Centre St,,2007.0
65 Devonshire Rd,114.0,1970.0
43 Duke St,115.0,1965.0
7 Laura Ct,,
3/68 Meadowbank Dr,90.0,1998.0
1/11 Glengala Rd,,2006.0
4/26 Mailey St,,
2/52 Barton St,84.0,1960.0
1/9 Boronia St,,
4/40 Durham Rd,,
4 South Ct,291.0,1990.0
18 Wandsworth Rd,,
22 Contursi Dr,114.0,2000.0
3 Clarafield Cr,,
10 Zizina Av,,
27 Lucas Tce,431.0,2008.0
2 Clifton Ct,230.0,1996.0
10 Panamuna Av,,
18 Whiteley Pde,,
19 Browning Dr,585.0,
9 Emerald Ri,,
124 Swanston St,150.0,1965.0
206 Clarendon St,122.0,2012.0
1/24 Dundas St,103.0,2010.0
11/305 Gooch St,,
170 Normanby Av,,
1/98 Normanby Av,,
55 Rennie St,,
371 Station St,,1950.0
8 Hill St,,
21 Iona Av,,
795 Malvern Rd,,
2 Myvore Ct,25.0,2008.0
27 Turnbull Av,,
2/3 Washington St,,
12 Fiona Ct,,
250 Hawthorn Rd,187.0,1975.0
23 Overland Dr,,
28 Kuranga Rd,540.0,1960.0
95 Harold St,,
5 Henry Rd,,
42 Frensham Rd,,1997.0
28 Grace St,,
60 Princes St,,
1/6 Hamilton Ct,120.0,1990.0
8 Maribyrnong Ct,,
43 Stawell St,195.0,1970.0
22 Park Av,,
192A Johnstone St,,
15 Tourmaline Cr,,
19 Newry St,,
102/69 Newry St,,
1/70 Feathertop Dr,,
16 Lapstone Cr,,
1/24 Norfolk St,108.0,1890.0
42 Wilkins St,,
5/245 Williamstown Rd,,
2 Federation La,116.0,2004.0
435 Buckley St,,
2/19 Hart St,,2012.0
15 Kittyhawk Ct,,
44 Laurence Av,,
4 Myrtle Gr,,1965.0
28 Oakwood Rd,,
29 Hambleton St,,
3/78 Kerferd Rd,58.0,1930.0
354 Montague St,,
118 Victoria Av,,
1 Shiers St,,
10/14 Yarralea St,40.0,1970.0
2 Finch St,,
29 Seves St,,
1 Stanley St,,
100A Fifth Av,,
164 Mills St,,
9 Alleyne Av,,
49 Ascot St,,
2 Bayview Tce,,
75B Bloomfield Rd,125.0,1990.0
22 Francis St,219.0,1900.0
103b Maribyrnong Rd,,
18 McCully St,102.0,1900.0
18A Middle St,,
68 South St,,
97 The Crescent,,
103 Fakenham Rd,,
4 Moore St,,
13/34 Nepean Hwy,55.0,1965.0
7A Downland Sq,235.0,2004.0
5a Rosamond St,,
3 Narrak Rd,35.0,
4 Rogerson Ct,,
2/99 Strabane Av,,
1/136 Yarrbat Av,,
22 Abbott St,,
16 Almond St,200.0,1950.0
37 Cascade St,168.0,1970.0
14 Highbury St,,
3/4 Lemon Rd,,1970.0
8 Moule Av,,
36 Viewhill Rd,,
11 Walnut Rd,,
7 Huxley Ct,197.0,
5 Susan St,162.0,1970.0
32 Victoria Rd,,
65a Greenhill Rd,,
6 Paul Gr,161.0,1960.0
11 Cloris Av,,
1/22 Wallace Cr,,
2/1 Marquis Rd,121.63,
8 Vickery St,,
5B Alexander St,,
125 Bignell Rd,736.0,
1/16 Brady Rd,,
12 Kennedy St,107.0,1960.0
57B Lahona Av,,
10 Majdal St,129.0,1950.0
7A Stockdale Av,,
5 Gretel Pl,153.0,1980.0
1/10 Duckham St,110.0,1960.0
14 Kerr St,,
2/5 Marian Ct,,
31 Stanley Gr,,
1/2 Middlefield Dr,,
28 Aldinga St,,
19 Baratta St,,
14 Indra Rd,126.0,1960.0
57 Combarton St,,
14 Parkside Av,,
15 McLennan St,,
15 Myalla St,74.0,1950.0
3 Champion St,183.0,1991.0
10A Hartley St,371.6122,
12/297 St Kilda St,,
9 Baird St,,
3 Beenak Av,,
13 Churchill Ct,300.0,2000.0
4 Dacey St,,
5 Keys Av,,
9 Margaret St,,
5 Sunlight Cr,,
167 Thomas St,77.0,1940.0
26 Welwyn Av,,
10 Aberdeen St,,
240 Barkly St,156.0,1900.0
40 Blair St,,
1/15 Cassels Rd,,
37 Davies St,,
25 Ford St,101.0,1890.0
14 Peveril St,,
45 Clarence St,132.0,1915.0
16a Ryan St,,
1 Egginton St,217.0,1950.0
27 Halpin St,112.0,1950.0
3/26 Irvine Cr,,
74 Arthur St,,
5 Cole Ct,,
33 Jacqueline Rd,,
14 Lynch Av,,
11 Oxley Av,,
57 Settlement Rd,,2000.0
