CouncilArea,Postcode,Regionname,Bedroom2,Bathroom,Car,Propertycount,Landsize,Distance,Lattitude,Longtitude
Greater Dandenong City Council,3174.0,South-Eastern Metropolitan,3.0,1.0,2.0,11806.0,512.0,22.7,-37.80696302719972,144.99671101938742
Darebin City Council,3070.0,Northern Metropolitan,3.0,2.0,1.0,11364.0,313.0,5.3,-37.77983,144.99777
Darebin City Council,3070.0,Northern Metropolitan,3.0,1.0,1.0,11364.0,282.0,5.3,-37.77997,144.99876
Darebin City Council,3070.0,Northern Metropolitan,4.0,1.0,1.0,11364.0,512.0,5.3,-37.76422,144.99864
Darebin City Council,3070.0,Northern Metropolitan,3.0,1.0,2.0,11364.0,512.0,5.3,-37.80696302719972,144.99671101938742
Darebin City Council,3070.0,Northern Metropolitan,2.0,1.0,1.0,11364.0,302.0,5.3,-37.773959999999995,145.0081
Darebin City Council,3070.0,Northern Metropolitan,3.0,1.0,1.0,11364.0,512.0,5.3,-37.77272,144.99973
Darebin City Council,3070.0,Northern Metropolitan,3.0,1.0,2.0,11364.0,512.0,5.3,-37.80696302719972,144.99671101938742
Darebin City Council,3070.0,Northern Metropolitan,2.0,1.0,2.0,11364.0,204.0,5.3,-37.780190000000005,145.00668000000002
Darebin City Council,3070.0,Northern Metropolitan,5.0,2.0,2.0,11364.0,512.0,5.3,-37.77186,145.00923999999998
Manningham City Council,3131.0,Eastern Metropolitan,3.0,1.0,2.0,4973.0,589.0,15.4,-37.80755,145.17027
Manningham City Council,3131.0,Eastern Metropolitan,3.0,2.0,3.0,4973.0,512.0,15.4,-37.805440000000004,145.18344
Moreland City Council,3046.0,Northern Metropolitan,3.0,1.0,2.0,2651.0,512.0,11.2,-37.80696302719972,144.99671101938742
Kingston City Council,3167.0,South-Eastern Metropolitan,4.0,2.0,2.0,3692.0,512.0,15.5,-37.927440000000004,145.08436
Glen Eira City Council,3204.0,Southern Metropolitan,3.0,1.0,2.0,3578.0,512.0,11.4,-37.80696302719972,144.99671101938742
Glen Eira City Council,3204.0,Southern Metropolitan,3.0,1.0,2.0,3578.0,512.0,11.4,-37.80696302719972,144.99671101938742
Kingston City Council,3195.0,South-Eastern Metropolitan,3.0,1.0,2.0,5087.0,512.0,21.5,-37.80696302719972,144.99671101938742
Kingston City Council,3195.0,South-Eastern Metropolitan,5.0,2.0,1.0,5087.0,685.0,21.5,-37.98622,145.0903
Kingston City Council,3195.0,South-Eastern Metropolitan,3.0,1.0,2.0,5087.0,512.0,21.5,-37.80696302719972,144.99671101938742
Kingston City Council,3195.0,South-Eastern Metropolitan,2.0,1.0,1.0,5087.0,785.0,21.5,-37.99794,145.08231999999998
Moreland City Council,3044.0,Northern Metropolitan,3.0,1.0,2.0,7485.0,512.0,8.5,-37.80696302719972,144.99671101938742
Moreland City Council,3044.0,Northern Metropolitan,2.0,1.0,2.0,7485.0,1579.0,8.5,-37.73473,144.93909
Moreland City Council,3044.0,Northern Metropolitan,3.0,1.0,2.0,7485.0,512.0,8.5,-37.80696302719972,144.99671101938742
Moreland City Council,3044.0,Northern Metropolitan,3.0,2.0,2.0,7485.0,584.0,8.5,-37.71907,144.93828
Moreland City Council,3044.0,Northern Metropolitan,3.0,1.0,2.0,7485.0,512.0,8.5,-37.80696302719972,144.99671101938742
Moreland City Council,3044.0,Northern Metropolitan,4.0,2.0,2.0,7485.0,495.0,8.5,-37.73425,144.94818999999998
Melton City Council,3335.0,Western Metropolitan,3.0,1.0,2.0,1490.0,512.0,23.8,-37.80696302719972,144.99671101938742
Wyndham City Council,3030.0,Western Metropolitan,3.0,1.0,2.0,15542.0,512.0,14.7,-37.80696302719972,144.99671101938742
Wyndham City Council,3030.0,Western Metropolitan,4.0,2.0,1.0,15542.0,390.0,14.7,-37.8822,144.74597
Wyndham City Council,3030.0,Western Metropolitan,4.0,2.0,2.0,15542.0,448.0,14.7,-37.9102,144.72627
Melbourne City Council,3207.0,Southern Metropolitan,3.0,1.0,2.0,8648.0,512.0,3.5,-37.80696302719972,144.99671101938742
Melbourne City Council,3207.0,Southern Metropolitan,3.0,1.0,2.0,8648.0,512.0,3.5,-37.80696302719972,144.99671101938742
Melbourne City Council,3207.0,Southern Metropolitan,3.0,1.0,2.0,8648.0,512.0,3.5,-37.80696302719972,144.99671101938742
Stonnington City Council,3181.0,Southern Metropolitan,3.0,1.0,2.0,7717.0,512.0,4.6,-37.80696302719972,144.99671101938742
Stonnington City Council,3181.0,Southern Metropolitan,3.0,1.0,2.0,7717.0,512.0,4.6,-37.80696302719972,144.99671101938742
Stonnington City Council,3181.0,Southern Metropolitan,3.0,1.0,2.0,7717.0,512.0,4.6,-37.80696302719972,144.99671101938742
Stonnington City Council,3181.0,Southern Metropolitan,3.0,1.0,2.0,7717.0,512.0,4.6,-37.80696302719972,144.99671101938742
Stonnington City Council,3181.0,Southern Metropolitan,3.0,1.0,2.0,7717.0,512.0,4.6,-37.80696302719972,144.99671101938742
Stonnington City Council,3181.0,Southern Metropolitan,3.0,2.0,2.0,7717.0,512.0,4.6,-37.852309999999996,145.00146
Stonnington City Council,3181.0,Southern Metropolitan,2.0,1.0,2.0,7717.0,173.0,4.6,-37.849059999999994,144.99826000000002
Darebin City Council,3072.0,Northern Metropolitan,3.0,1.0,3.0,14577.0,426.0,8.4,-37.75238,145.00717
Darebin City Council,3072.0,Northern Metropolitan,2.0,1.0,1.0,14577.0,512.0,8.4,-37.7483,145.00175
Darebin City Council,3072.0,Northern Metropolitan,3.0,2.0,4.0,14577.0,528.0,8.4,-37.73688,145.02273
Darebin City Council,3072.0,Northern Metropolitan,3.0,1.0,2.0,14577.0,512.0,8.4,-37.80696302719972,144.99671101938742
Darebin City Council,3072.0,Northern Metropolitan,4.0,2.0,2.0,14577.0,397.0,8.4,-37.73829,145.00853
Darebin City Council,3072.0,Northern Metropolitan,4.0,4.0,2.0,14577.0,512.0,8.4,-37.73977,145.02161
Darebin City Council,3072.0,Northern Metropolitan,4.0,1.0,2.0,14577.0,512.0,8.4,-37.73936,145.01028
Darebin City Council,3072.0,Northern Metropolitan,5.0,2.0,2.0,14577.0,619.0,8.4,-37.73258,145.01356
Yarra City Council,3054.0,Northern Metropolitan,3.0,1.0,2.0,1008.0,512.0,3.5,-37.78285,144.96591999999998
Nillumbik Shire Council,3095.0,Eastern Metropolitan,4.0,1.0,1.0,938.0,512.0,18.0,-37.70454,145.18167
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,534.0,12.0,-37.692409999999995,144.97873
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,512.0,12.0,-37.80696302719972,144.99671101938742
Darebin City Council,3073.0,Northern Metropolitan,3.0,2.0,2.0,21650.0,485.0,12.0,-37.72486,144.991
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,512.0,12.0,-37.80696302719972,144.99671101938742
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,512.0,12.0,-37.80696302719972,144.99671101938742
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,512.0,12.0,-37.80696302719972,144.99671101938742
Darebin City Council,3073.0,Northern Metropolitan,4.0,1.0,2.0,21650.0,512.0,12.0,-37.72866,145.03345
Darebin City Council,3073.0,Northern Metropolitan,3.0,2.0,2.0,21650.0,186.0,12.0,-37.72156,145.01103
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,680.0,12.0,-37.7052,145.02343
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,1.0,21650.0,512.0,12.0,-37.70283,145.00984
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,512.0,12.0,-37.80696302719972,144.99671101938742
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,512.0,12.0,-37.80696302719972,144.99671101938742
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,275.0,12.0,-37.72311,144.99559
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,512.0,12.0,-37.80696302719972,144.99671101938742
Darebin City Council,3073.0,Northern Metropolitan,3.0,2.0,2.0,21650.0,512.0,12.0,-37.72099,145.00291
Darebin City Council,3073.0,Northern Metropolitan,4.0,2.0,3.0,21650.0,512.0,12.0,-37.70854,145.0311
Darebin City Council,3073.0,Northern Metropolitan,3.0,1.0,2.0,21650.0,512.0,12.0,-37.80696302719972,144.99671101938742
Yarra City Council,3121.0,Northern Metropolitan,2.0,1.0,0.0,14949.0,143.0,2.4,-37.81581,145.01209
Yarra City Council,3121.0,Northern Metropolitan,3.0,1.0,2.0,14949.0,512.0,2.4,-37.80696302719972,144.99671101938742
Yarra City Council,3121.0,Northern Metropolitan,3.0,2.0,2.0,14949.0,512.0,2.4,-37.82482,145.00876
Yarra City Council,3121.0,Northern Metropolitan,3.0,1.0,1.0,14949.0,512.0,2.4,-37.8126,145.00845
Yarra City Council,3121.0,Northern Metropolitan,3.0,2.0,2.0,14949.0,169.0,2.4,-37.832609999999995,144.99895
Yarra City Council,3121.0,Northern Metropolitan,3.0,1.0,1.0,14949.0,229.0,2.4,-37.825829999999996,145.01246
Yarra City Council,3121.0,Northern Metropolitan,3.0,1.0,2.0,14949.0,512.0,2.4,-37.80696302719972,144.99671101938742
Yarra City Council,3121.0,Northern Metropolitan,3.0,1.0,2.0,14949.0,512.0,2.4,-37.81297,144.99284
Yarra City Council,3121.0,Northern Metropolitan,3.0,1.0,2.0,14949.0,512.0,2.4,-37.80696302719972,144.99671101938742
Macedon Ranges Shire Council,3431.0,Northern Victoria,3.0,1.0,2.0,1475.0,512.0,47.4,-37.80696302719972,144.99671101938742
Maroondah City Council,3134.0,Eastern Metropolitan,4.0,2.0,2.0,7785.0,760.0,19.9,-37.81756,145.23526
Maroondah City Council,3135.0,Eastern Metropolitan,3.0,1.0,2.0,4407.0,728.0,21.3,-37.8193,145.24774
Port Phillip City Council,3185.0,Southern Metropolitan,2.0,1.0,1.0,821.0,240.0,7.2,-37.87892,144.9956
Knox City Council,3178.0,South-Eastern Metropolitan,5.0,2.0,4.0,11667.0,725.0,23.5,-37.922,145.25426000000002
Hume City Council,3064.0,Northern Metropolitan,4.0,2.0,2.0,5833.0,610.0,20.6,-37.61958,144.92492
Bayside City Council,3191.0,Southern Metropolitan,3.0,1.0,2.0,4497.0,512.0,15.2,-37.80696302719972,144.99671101938742
Bayside City Council,3191.0,Southern Metropolitan,3.0,1.0,2.0,4497.0,512.0,15.2,-37.80696302719972,144.99671101938742
Bayside City Council,3191.0,Southern Metropolitan,3.0,1.0,2.0,4497.0,512.0,15.2,-37.80696302719972,144.99671101938742
Frankston City Council,3198.0,South-Eastern Metropolitan,3.0,1.0,2.0,8077.0,627.0,35.4,-38.104209999999995,145.14688
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,2.0,3.0,852.0,512.0,11.0,-37.86411,144.84448
Maribyrnong City Council,3011.0,Western Metropolitan,3.0,1.0,2.0,2417.0,512.0,5.1,-37.80696302719972,144.99671101938742
Port Phillip City Council,3205.0,Southern Metropolitan,3.0,1.0,2.0,5943.0,512.0,1.9,-37.80696302719972,144.99671101938742
Whittlesea City Council,3752.0,Northern Metropolitan,4.0,2.0,2.0,7969.0,695.0,20.5,-37.64225,145.09679
Whittlesea City Council,3752.0,Northern Metropolitan,3.0,2.0,1.0,7969.0,313.0,20.5,-37.61845,145.09592
Whittlesea City Council,3752.0,Northern Metropolitan,4.0,2.0,2.0,7969.0,512.0,20.5,-37.62717,145.06965
Whittlesea City Council,3752.0,Northern Metropolitan,3.0,2.0,2.0,7969.0,513.0,20.5,-37.65724,145.09643
Whittlesea City Council,3752.0,Northern Metropolitan,4.0,2.0,2.0,7969.0,420.0,20.5,-37.63552,145.08976
Whittlesea City Council,3752.0,Northern Metropolitan,3.0,1.0,2.0,7969.0,512.0,20.5,-37.80696302719972,144.99671101938742
Melbourne City Council,3141.0,Southern Metropolitan,3.0,1.0,2.0,14887.0,512.0,2.7,-37.80696302719972,144.99671101938742
Melbourne City Council,3141.0,Southern Metropolitan,3.0,1.0,2.0,14887.0,512.0,2.7,-37.80696302719972,144.99671101938742
Melbourne City Council,3141.0,Southern Metropolitan,3.0,1.0,2.0,14887.0,512.0,2.7,-37.80696302719972,144.99671101938742
Melbourne City Council,3141.0,Southern Metropolitan,3.0,1.0,2.0,14887.0,512.0,2.7,-37.80696302719972,144.99671101938742
Melbourne City Council,3141.0,Southern Metropolitan,3.0,1.0,2.0,14887.0,512.0,2.7,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3015.0,Western Metropolitan,4.0,3.0,3.0,1223.0,441.0,6.2,-37.82715,144.87513
Brimbank City Council,3021.0,Western Metropolitan,3.0,1.0,1.0,14042.0,512.0,14.0,-37.74515,144.8165
Brimbank City Council,3021.0,Western Metropolitan,3.0,1.0,2.0,14042.0,530.0,14.0,-37.75974,144.814
Port Phillip City Council,3182.0,Southern Metropolitan,3.0,1.0,2.0,13240.0,512.0,5.0,-37.80696302719972,144.99671101938742
Port Phillip City Council,3182.0,Southern Metropolitan,3.0,1.0,2.0,13240.0,512.0,5.0,-37.80696302719972,144.99671101938742
Port Phillip City Council,3182.0,Southern Metropolitan,3.0,1.0,2.0,13240.0,387.0,5.0,-37.86566,144.99104
Moonee Valley City Council,3041.0,Western Metropolitan,3.0,1.0,2.0,3284.0,512.0,8.2,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3041.0,Western Metropolitan,3.0,1.0,2.0,3284.0,512.0,8.2,-37.80696302719972,144.99671101938742
Hume City Council,3429.0,Western Metropolitan,3.0,2.0,2.0,14092.0,244.0,31.7,-37.583040000000004,144.73887
Hume City Council,3429.0,Western Metropolitan,3.0,2.0,2.0,14092.0,664.0,31.7,-37.590340000000005,144.7089
Hume City Council,3429.0,Western Metropolitan,3.0,1.0,4.0,14092.0,754.0,31.7,-37.56958,144.72001
Hume City Council,3429.0,Western Metropolitan,4.0,2.0,0.0,14092.0,668.0,31.7,-37.565090000000005,144.72563
Hume City Council,3429.0,Western Metropolitan,3.0,2.0,2.0,14092.0,608.0,31.7,-37.587959999999995,144.70044
Hume City Council,3429.0,Western Metropolitan,4.0,2.0,3.0,14092.0,571.0,31.7,-37.58767,144.70038
Hume City Council,3429.0,Western Metropolitan,3.0,1.0,2.0,14092.0,512.0,31.7,-37.80696302719972,144.99671101938742
Hume City Council,3429.0,Western Metropolitan,4.0,2.0,2.0,14092.0,701.0,31.7,-37.58364,144.71961000000002
Brimbank City Council,3020.0,Western Metropolitan,4.0,2.0,2.0,3755.0,512.0,10.5,-37.790240000000004,144.83776
Brimbank City Council,3020.0,Western Metropolitan,3.0,1.0,2.0,4217.0,512.0,10.5,-37.77534,144.83323000000001
Brimbank City Council,3020.0,Western Metropolitan,3.0,1.0,2.0,4217.0,512.0,10.5,-37.80696302719972,144.99671101938742
Brimbank City Council,3020.0,Western Metropolitan,3.0,1.0,2.0,4217.0,512.0,10.5,-37.76109,144.82381
Brimbank City Council,3020.0,Western Metropolitan,5.0,2.0,10.0,6763.0,980.0,10.5,-37.79207,144.8196
Brimbank City Council,3020.0,Western Metropolitan,3.0,1.0,0.0,6763.0,512.0,10.5,-37.79135,144.80517
Brimbank City Council,3020.0,Western Metropolitan,4.0,1.0,3.0,6763.0,512.0,10.5,-37.7876,144.8107
Brimbank City Council,3020.0,Western Metropolitan,3.0,1.0,3.0,6763.0,512.0,10.5,-37.78557,144.79412
Brimbank City Council,3020.0,Western Metropolitan,3.0,2.0,1.0,6763.0,512.0,10.5,-37.79655,144.80284
Brimbank City Council,3020.0,Western Metropolitan,4.0,2.0,2.0,6763.0,393.0,10.5,-37.79663,144.79113999999998
Brimbank City Council,3020.0,Western Metropolitan,4.0,2.0,3.0,6763.0,512.0,10.5,-37.79469,144.81022
Boroondara City Council,3127.0,Southern Metropolitan,3.0,1.0,2.0,5457.0,512.0,10.2,-37.80696302719972,144.99671101938742
Boroondara City Council,3127.0,Southern Metropolitan,3.0,1.0,2.0,5457.0,512.0,10.2,-37.80696302719972,144.99671101938742
Brimbank City Council,3037.0,Western Metropolitan,2.0,1.0,2.0,3640.0,512.0,18.0,-37.69267,144.75748000000002
Brimbank City Council,3037.0,Western Metropolitan,3.0,1.0,2.0,3640.0,512.0,18.0,-37.80696302719972,144.99671101938742
Brimbank City Council,3037.0,Western Metropolitan,3.0,1.0,2.0,3640.0,512.0,18.0,-37.80696302719972,144.99671101938742
Brimbank City Council,3037.0,Western Metropolitan,3.0,2.0,2.0,3640.0,512.0,18.0,-37.69638,144.76271
Brimbank City Council,3037.0,Western Metropolitan,3.0,1.0,1.0,3640.0,204.0,18.0,-37.69986,144.7569
Wyndham City Council,3029.0,Western Metropolitan,3.0,1.0,2.0,10160.0,512.0,18.4,-37.80696302719972,144.99671101938742
Wyndham City Council,3029.0,Western Metropolitan,3.0,1.0,2.0,10160.0,512.0,18.4,-37.80696302719972,144.99671101938742
Wyndham City Council,3029.0,Western Metropolitan,3.0,2.0,1.0,10160.0,512.0,18.4,-37.85252,144.66119
Melton City Council,3037.0,Western Metropolitan,4.0,2.0,3.0,4242.0,704.0,18.0,-37.71082,144.74641
Melton City Council,3037.0,Western Metropolitan,4.0,2.0,2.0,4242.0,666.0,18.0,-37.70533,144.74731
Brimbank City Council,3038.0,Western Metropolitan,4.0,2.0,2.0,5336.0,641.0,15.5,-37.70875,144.78874
Brimbank City Council,3038.0,Western Metropolitan,4.0,2.0,2.0,5336.0,820.0,15.5,-37.68991,144.78194
Manningham City Council,3107.0,Eastern Metropolitan,3.0,2.0,1.0,5420.0,512.0,12.4,-37.7629,145.10388
Manningham City Council,3107.0,Eastern Metropolitan,5.0,2.0,2.0,5420.0,730.0,12.4,-37.76786,145.11405
Whittlesea City Council,3074.0,Northern Metropolitan,3.0,1.0,1.0,7955.0,652.0,15.3,-37.676390000000005,145.01843
Whittlesea City Council,3074.0,Northern Metropolitan,3.0,1.0,2.0,7955.0,512.0,15.3,-37.80696302719972,144.99671101938742
Whittlesea City Council,3074.0,Northern Metropolitan,3.0,1.0,1.0,7955.0,512.0,15.3,-37.68316,145.00645
Whittlesea City Council,3074.0,Northern Metropolitan,3.0,1.0,2.0,7955.0,512.0,15.3,-37.679390000000005,145.02148
Darebin City Council,3071.0,Northern Metropolitan,3.0,1.0,2.0,8870.0,512.0,7.0,-37.80696302719972,144.99671101938742
Darebin City Council,3071.0,Northern Metropolitan,4.0,2.0,2.0,8870.0,583.0,7.0,-37.7564,145.01575
Darebin City Council,3071.0,Northern Metropolitan,3.0,1.0,0.0,8870.0,192.0,7.0,-37.75756,145.00316
Darebin City Council,3071.0,Northern Metropolitan,3.0,2.0,2.0,8870.0,512.0,7.0,-37.75693,145.01375
Darebin City Council,3071.0,Northern Metropolitan,3.0,1.0,1.0,8870.0,564.0,7.0,-37.7602,144.99024
Stonnington City Council,3142.0,Southern Metropolitan,5.0,3.0,4.0,7217.0,512.0,4.1,-37.85022,145.02942
Stonnington City Council,3142.0,Southern Metropolitan,3.0,1.0,2.0,7217.0,512.0,4.1,-37.80696302719972,144.99671101938742
Stonnington City Council,3142.0,Southern Metropolitan,3.0,1.0,2.0,7217.0,512.0,4.1,-37.80696302719972,144.99671101938742
Brimbank City Council,3043.0,Western Metropolitan,3.0,1.0,2.0,3296.0,512.0,12.9,-37.80696302719972,144.99671101938742
Brimbank City Council,3043.0,Western Metropolitan,3.0,2.0,2.0,3296.0,512.0,12.9,-37.69992,144.88295
Brimbank City Council,3043.0,Western Metropolitan,4.0,2.0,1.0,3296.0,512.0,12.9,-37.698170000000005,144.8848
Maroondah City Council,3133.0,Eastern Metropolitan,3.0,1.0,2.0,4181.0,512.0,17.2,-37.80696302719972,144.99671101938742
Banyule City Council,3084.0,Eastern Metropolitan,4.0,2.0,2.0,2698.0,574.0,8.9,-37.735440000000004,145.0921
Banyule City Council,3084.0,Eastern Metropolitan,4.0,1.0,2.0,2698.0,512.0,8.9,-37.740559999999995,145.09143
Mitchell Shire Council,3756.0,Northern Victoria,5.0,3.0,2.0,3988.0,512.0,44.2,-37.3978,145.00176000000002
Mitchell Shire Council,3756.0,Northern Victoria,3.0,1.0,1.0,3988.0,512.0,44.2,-37.40869,144.97782
Mitchell Shire Council,3756.0,Northern Victoria,4.0,2.0,2.0,3988.0,924.0,44.2,-37.39946,144.96368999999999
Knox City Council,3152.0,Eastern Metropolitan,4.0,2.0,2.0,5424.0,858.0,14.7,-37.84244,145.22321000000002
Knox City Council,3152.0,Eastern Metropolitan,4.0,3.0,3.0,5424.0,960.0,14.7,-37.85143,145.23157
Knox City Council,3152.0,Eastern Metropolitan,5.0,2.0,2.0,7082.0,512.0,14.7,-37.87464,145.22338
Knox City Council,3152.0,Eastern Metropolitan,5.0,2.0,2.0,7082.0,922.0,14.7,-37.87004,145.22082
Banyule City Council,3087.0,Northern Metropolitan,4.0,2.0,3.0,1442.0,651.0,14.5,-37.69559,145.08686
Banyule City Council,3087.0,Northern Metropolitan,3.0,1.0,1.0,1442.0,402.0,14.5,-37.70194,145.08901
Nillumbik Shire Council,3096.0,Northern Victoria,4.0,2.0,2.0,642.0,601.0,23.6,-37.66773,145.1824
Wyndham City Council,3030.0,Western Metropolitan,4.0,3.0,2.0,16166.0,512.0,14.7,-37.89338,144.67132
Wyndham City Council,3030.0,Western Metropolitan,3.0,2.0,2.0,16166.0,341.0,14.7,-37.88098,144.65753999999998
Wyndham City Council,3030.0,Western Metropolitan,2.0,1.0,2.0,16166.0,800.0,14.7,-37.898959999999995,144.64886
Wyndham City Council,3030.0,Western Metropolitan,4.0,2.0,2.0,16166.0,742.0,14.7,-37.87348,144.6637
Wyndham City Council,3030.0,Western Metropolitan,3.0,1.0,2.0,16166.0,512.0,14.7,-37.80696302719972,144.99671101938742
Wyndham City Council,3030.0,Western Metropolitan,3.0,1.0,2.0,16166.0,454.0,14.7,-37.87912,144.66331
Maribyrnong City Council,3012.0,Western Metropolitan,3.0,1.0,2.0,5058.0,512.0,6.4,-37.80696302719972,144.99671101938742
Maribyrnong City Council,3012.0,Western Metropolitan,2.0,1.0,1.0,5058.0,464.0,6.4,-37.80254,144.86452
Maribyrnong City Council,3012.0,Western Metropolitan,2.0,1.0,2.0,5058.0,779.0,6.4,-37.80587,144.87171
Monash City Council,3150.0,South-Eastern Metropolitan,4.0,4.0,2.0,7392.0,512.0,16.7,-37.89676,145.18246000000002
Monash City Council,3150.0,South-Eastern Metropolitan,3.0,2.0,2.0,7392.0,512.0,16.7,-37.91533,145.19444
Wyndham City Council,3027.0,Western Metropolitan,4.0,2.0,2.0,1999.0,448.0,17.6,-37.85737,144.7487
Hobsons Bay City Council,3016.0,Western Metropolitan,2.0,1.0,2.0,6380.0,380.0,6.8,-37.852059999999994,144.89318
Hobsons Bay City Council,3016.0,Western Metropolitan,3.0,1.0,2.0,6380.0,512.0,6.8,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3016.0,Western Metropolitan,3.0,1.0,2.0,6380.0,184.0,6.8,-37.85232,144.89008
Hobsons Bay City Council,3016.0,Western Metropolitan,3.0,3.0,1.0,6380.0,247.0,6.8,-37.86326,144.90427
Port Phillip City Council,3181.0,Southern Metropolitan,2.0,1.0,1.0,4380.0,165.0,4.6,-37.85413,144.99622
Whittlesea City Council,3750.0,Northern Metropolitan,3.0,2.0,2.0,2940.0,395.0,25.5,-37.61817,145.02393999999998
Whittlesea City Council,3750.0,Northern Metropolitan,4.0,2.0,2.0,2940.0,400.0,25.5,-37.61077,145.03821000000002
Wyndham City Council,3024.0,Western Metropolitan,3.0,1.0,1.0,5262.0,259.0,27.2,-37.88482,144.61982
